"No Cost Match-t"
"40307"
"Invoice on Disk"
"08/01/19"
1,"OCT188087U ","MARVEL CINEMATIC INFINITY GAUNTLET PX DESK MONUMENT (C: 1-1-",19.99,11.9940,11.99,10,2,""
2,"MAY190909D ","AGE OF CONAN BELIT #5 (OF 5) CHRISTOPHER ACTION FIGURE VAR",3.99,1.7556,3.51,1,7,"MARVEL COMICS"
3,"MAY190824D ","AMAZING SPIDER-MAN #25 BLANK VAR",7.99,3.5156,10.55,1,7,"MARVEL COMICS"
1,"FEB180936D ","AMAZING SPIDER-MAN VENOM INC TP",19.99,8.7956,8.80,3,7,"MARVEL COMICS"
1,"FEB151464F ","BABY SITTERS CLUB COLOR ED GN VOL 01 KRISTYS GREAT IDEA",10.99,6.3742,6.37,3,7,"GRAPHIX"
1,"NOV070226D ","BATMAN THE KILLING JOKE SPECIAL ED HC",17.99,8.0955,8.10,3,7,"DC COMICS"
3,"MAR190495D ","BATMAN WHO LAUGHS #5 (OF 6)",4.99,2.2455,6.74,1,7,"DC COMICS"
3,"MAR190496D ","BATMAN WHO LAUGHS #5 (OF 6) VAR ED",4.99,2.2455,6.74,1,7,"DC COMICS"
1,"MAR128114F ","BONE COLOR ED SC VOL 07 GHOST CIRCLES NEW PTG",12.99,7.5342,7.53,3,7,"GRAPHIX"
1,"MAY191150E ","BOYS OMNIBUS TP VOL 03 (MR)",29.99,15.8947,15.89,3,7,"DYNAMITE"
1,"SEP181223E ","BOYS TP VOL 04 WE GOTTA GO NOW ROBERTSON SGN ED (MR) (C: 0-1",19.99,10.5947,10.59,3,7,"DYNAMITE"
1,"JUL140729D ","CAPTAIN MARVEL TP VOL 01 HIGHER FURTHER FASTER MORE",17.99,7.9156,7.92,3,7,"MARVEL COMICS"
1,"APR161074D ","CAPTAIN MARVEL TP VOL 01 RISE OF ALPHA FLIGHT",15.99,7.0356,7.04,3,7,"MARVEL COMICS"
1,"JAN072436D ","CIVIL WAR TP",24.99,10.9956,11.00,3,7,"MARVEL COMICS"
1,"AUG171025D ","EDGE OF VENOMVERSE TP",17.99,7.9156,7.92,3,7,"MARVEL COMICS"
1,"DEC178257D ","ETERNALS BY NEIL GAIMAN TP NEW PTG",24.99,10.9956,11.00,3,7,"MARVEL COMICS"
1,"FEB120285D ","FABLES TP VOL 01 LEGENDS IN EXILE NEW ED (MR)",12.99,5.8455,5.85,3,7,"DC COMICS"
1,"MAY190066D ","FARMHAND #10 (MR)",3.99,1.7955,1.80,1,7,"IMAGE COMICS"
4,"MAY191270E ","FIVE YEARS #3",3.99,2.1147,8.46,1,7,"ABSTRACT STUDIOS"
1,"NOV180557D ","GREEN LANTERN BY GEOFF JOHNS TP BOOK 01",24.99,11.2455,11.25,3,7,"DC COMICS"
1,"JAN140800D ","GUARDIANS OF GALAXY TP VOL 01 COSMIC AVENGERS",19.99,8.7956,8.80,3,7,"MARVEL COMICS"
1,"FEB170990D ","HAWKEYE KATE BISHOP TP VOL 01",17.99,7.9156,7.92,3,7,"MARVEL COMICS"
1,"MAR180085V ","HELLBOY OMNIBUS TP VOL 03 THE WILD HUNT (C: 0-1-2)",24.99,11.8703,11.87,3,7,"DARK HORSE COMICS"
1,"MAR171188E ","HERO CATS MIDNIGHT OVER STELLAR CITY VOL 2 #1",3.99,2.1147,2.11,1,7,"ACTION LAB ENTERTAINMENT"
2,"FEB190998D ","IMMORTAL HULK TP VOL 03 HULK IN HELL",15.99,7.0356,14.07,3,7,"MARVEL COMICS"
1,"JUN180971D ","INFINITY COUNTDOWN TP",29.99,13.1956,13.20,3,7,"MARVEL COMICS"
1,"JUL110745D ","INFINITY GAUNTLET TP",24.99,10.9956,11.00,3,7,"MARVEL COMICS"
2,"MAY190811D ","INVADERS #7",3.99,1.7556,3.51,1,7,"MARVEL COMICS"
1,"MAR171383F ","LADY MECHANIKA TP VOL 03 LOST BOYS OF WEST ABBEY",7.99,4.6342,4.63,3,7,"BENITEZ PRODUCTIONS"
1,"APR181371F ","LADY MECHANIKA TP VOL 04 CLOCKWORK ASSASSIN",9.99,5.7942,5.79,3,7,"BENITEZ PRODUCTIONS"
1,"MAR191527F ","LADY MECHANIKA TP VOL 05 LA BELLE DAME SANS MERCI",11.99,6.9542,6.95,3,7,"BENITEZ PRODUCTIONS"
1,"MAY172005E ","LEGEND OF ZELDA LEGENDARY ED GN VOL 04 MINISH CAP & PHANTOM",17.99,9.5347,9.53,3,7,"VIZ MEDIA LLC"
1,"AUG140434E ","LOCKE & KEY TP VOL 06 ALPHA & OMEGA",24.99,12.4950,12.50,3,7,"IDW PUBLISHING"
1,"MAR191747E ","LOVE & ROCKETS MAGAZINE #7 (C: 0-1-2)",4.99,2.6447,2.64,1,7,"FANTAGRAPHICS BOOKS"
1,"MAY190433D ","LUCIFER #10 (MR)",3.99,1.7955,1.80,1,7,"DC COMICS"
1,"OCT090639D ","MARVELS TP",24.99,10.9956,11.00,3,7,"MARVEL COMICS"
1,"MAY191277E ","MIRACULOUS TALES LADYBUG CAT NOIR TP S2 VOL 08 TEAR OF JOY",8.99,4.7647,4.76,3,7,"ACTION LAB ENTERTAINMENT"
1,"JUL180261D ","MONSTRESS TP VOL 03 (MR)",16.99,7.6455,7.65,3,7,"IMAGE COMICS"
1,"FEB191177E ","PATHFINDER GOBLINS TP",19.99,10.5947,10.59,3,7,"DYNAMITE"
1,"DEC181032D ","RETURN OF WOLVERINE TP",17.99,7.9156,7.92,3,7,"MARVEL COMICS"
2,"MAY191799E ","ROLLED AND TOLD #11 (C: 0-1-2)",7.99,4.2347,8.47,2,7,"LION FORGE"
1,"OCT140644D ","SAGA TP VOL 04 (MR)",14.99,6.7455,6.75,3,7,"IMAGE COMICS"
1,"APR180859D ","SECRET EMPIRE TP",39.99,17.5956,17.60,3,7,"MARVEL COMICS"
1,"FEB191785F ","SHARE YOUR SMILE RAINAS GUIDE TO TELLING YOUR OWN STORY HC (",12.99,7.5342,7.53,4,7,"GRAPHIX"
1,"MAR190640E ","SONIC THE HEDGEHOG TP VOL 03 BATTLE FOR ANGEL ISLAND (C: 1-1",15.99,7.9950,8.00,3,7,"IDW PUBLISHING"
1,"MAY191967E ","SPIDER-MAN FAR FROM HOME OFF MOVIE SPECIAL HC",19.99,10.5947,10.59,4,7,"TITAN COMICS"
1,"MAY180961D ","STAR WARS DARTH VADER DARK LORD SITH HC VOL 01",34.99,15.3956,15.40,3,7,"MARVEL COMICS"
1,"MAR160910D ","STAR WARS HC VOL 01 CASSADAY CVR",34.99,15.3956,15.40,3,7,"MARVEL COMICS"
1,"MAY191619F ","TALK BERNIE TO ME BERNIE SANDERS SPECIAL ONE SHOT",5.99,3.4742,3.47,1,7,"DEVILS DUE"
1,"APR171148D ","THANOS TP VOL 01 THANOS RETURNS",17.99,7.9156,7.92,3,7,"MARVEL COMICS"
1,"OCT130763D ","THOR GOD OF THUNDER TP VOL 01 GOD BUTCHER",19.99,8.7956,8.80,3,7,"MARVEL COMICS"
1,"SEP181005D ","THOR TP VOL 01 GOD OF THUNDER REBORN",17.99,7.9156,7.92,3,7,"MARVEL COMICS"
1,"OCT150985D ","THOR TP VOL 01 GODDESS OF THUNDER",19.99,8.7956,8.80,3,7,"MARVEL COMICS"
2,"MAY190738D ","TONY STARK IRON MAN #14",3.99,1.7556,3.51,1,7,"MARVEL COMICS"
1,"MAY190579E ","TRANSFORMERS GHOSTBUSTERS #2 CVR A SCHOENING (C: 1-0-0)",3.99,1.9950,2.00,1,7,"IDW PUBLISHING"
1,"JAN190554D ","UNDER THE MOON A CATWOMAN TALE TP DC INK",16.99,7.6455,7.65,3,7,"DC COMICS"
1,"OCT171003D ","VENOMVERSE TP",15.99,7.0356,7.04,3,7,"MARVEL COMICS"
1,"MAY191311E ","WALK THROUGH HELL #12 (MR)",3.99,2.1147,2.11,1,7,"AFTERSHOCK COMICS"
1,"MAY190376D ","AMERICAN CARNAGE #9 (MR)",3.99,1.7955,1.80,1,7,"DC COMICS"
1,"APR190689E ","CLIVE BARKER GREAT & SECRET SHOW DLX ED TP (C: 0-1-2)",29.99,14.9950,15.00,3,7,"IDW PUBLISHING"
1,"MAY190866D ","FANTASTIC FOUR #12",4.99,2.1956,2.20,1,7,"MARVEL COMICS"
2,"APR190614E ","GI JOE A REAL AMERICAN HERO #265 CVR B FRAGA (C: 1-0-0)",3.99,1.9950,3.99,1,7,"IDW PUBLISHING"
1,"OCT180712E ","JOE HILL THE CAPE FALLEN #4 CVR B DANIEL",3.99,1.9950,2.00,1,7,"IDW PUBLISHING"
1,"MAY191308E ","KNIGHTS TEMPORAL #1 10 COPY JONES INCV",3.99,1.9950,2.00,1,7,"AFTERSHOCK COMICS"
8,"MAY191114E ","RED SONJA LORD OF FOOLS ONE SHOT",4.99,2.4950,19.96,1,7,"DYNAMITE"
1,"MAY198121E ","ROAD OF BONES #1 (OF 4) 3RD PTG",3.99,1.9950,2.00,1,7,"IDW PUBLISHING"
3,"MAY190105D ","SPAWN #299 CVR A MCFARLANE",2.99,1.3455,4.04,1,7,"IMAGE COMICS"
1,"APR190865D ","DOCTOR STRANGE #16",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
1,"MAY191893F ","ELECTRIC BLACK #2",3.99,2.1945,2.19,1,2,"SCOUT COMICS"
2,"MAY190791D ","SECRET WARPS ARACHKNIGHT ANNUAL #1 PACHECO CONNECTING VAR",4.99,2.1956,4.39,1,2,"MARVEL COMICS"
1,"DEC188802U ","SPIDER-MAN MILES MORALES BLACK & RED PX NEO 3930 FLEXFIT CAP",27.99,16.7940,16.79,9,2,""
1,"MAY190558J ","STAR PIG #1 (OF 4) 10 COPY INCV GASTON (NET)",.00,.0000,.00,1,2,"IDW PUBLISHING"
2,"MAY190557E ","STAR PIG #1 (OF 4) CVR A RICHARD",3.99,1.9950,3.99,1,2,"IDW PUBLISHING"
1,"MAY170586E ","TANGLED THE SERIES ADVENTURE IS CALLING TP",9.99,4.9950,5.00,3,2,"IDW PUBLISHING"
1,"MAY190842D ","WEB OF VENOM FUNERAL PYRE #1",4.99,2.1956,2.20,1,2,"MARVEL COMICS"
1,"JUL140723D ","AMAZING SPIDER-MAN EPIC COLLECTION TP GREAT POWER",34.99,15.3956,15.40,3,7,"MARVEL COMICS"
